m,U,num_incident,num_detected
0.00026560877829466864,3.7649358067924715e-05,1612519.148762446,1611871.4456093896
0.00026560877829466864,4.037017258596558e-05,1727009.657967671,1729570.7039913752
0.00026560877829466864,4.328761281083062e-05,1854358.6115818373,1851425.0658216372
0.00026560877829466864,4.641588833612782e-05,1986204.7346181967,1987529.6845912945
0.00026560877829466864,4.977023564332114e-05,2128595.820562413,2131276.6436198684
0.00026560877829466864,5.3366992312063123e-05,2285203.4812412234,2281574.3757226057
0.00026560877829466864,5.72236765935022e-05,2452944.9543093424,2451842.28396637
0.00026560877829466864,6.135907273413175e-05,2625105.780741028,2624767.7415799443
0.00026560877829466864,6.579332246575683e-05,2817965.0992568163,2818277.318729581
0.00026560877829466864,7.054802310718646e-05,3019628.3058954263,3020108.4422425134
0.00026560877829466864,7.56463327554629e-05,3238499.9686374716,3236812.6132089463
0.00026560877829466864,8.111308307896872e-05,3470436.654575888,3469914.455310408
0.00026560877829466864,8.697490026177834e-05,3721749.307574764,3722541.5662112883
0.00026560877829466864,9.326033468832199e-05,3990460.5355210914,3993134.267610073
0.00026560877829466864,0.0001,4280589.087059321,4276859.2908775015
0.00026560877829466864,0.00010722672220103231,4585623.716003431,4590817.648582849
0.00026560877829466864,0.00011497569953977356,4919664.755948972,4922283.101647156
0.00026560877829466864,0.0001232846739442066,5269668.829332823,5271870.610563367
0.00026560877829466864,0.00013219411484660288,5663699.645280963,5661199.032239856
0.00026560877829466864,0.00014174741629268049,6065614.2630741475,6064125.505028997
0.00026560877829466864,0.0001519911082952933,6505291.976413097,6511982.561247299
0.00026560877829466864,0.0001629750834620645,6983858.908363373,6984421.231329307
0.00026560877829466864,0.00017475284000076848,7480153.904611763,7480613.488287628
0.00026560877829466864,0.0001873817422860385,8024227.348637638,8023650.061519577
0.00026560877829466864,0.00020092330025650479,8599387.764036488,8596804.587646343
0.00026560877829466864,0.00021544346900318845,9225327.922850518,9229135.456120899
0.00026560877829466864,0.00023101297000831605,9886046.360090626,9885090.02023994
0.00026560877829466864,0.0002477076355991711,10607577.120058581,10589782.458053652
0.00026560877829466864,0.00026560877829466864,11364036.527734607,11372897.985051412
0.00026560877829466864,0.0002848035868435802,12182457.579002429,12168987.747323098
0.00026560877829466864,0.0003053855508833416,13068977.928023791,13069433.564317375
0.00026560877829466864,0.00032745491628777284,14007622.803226756,14013750.714431537
0.00026560877829466864,0.0003511191734215131,15028934.023178048,15034210.207896883
0.00026560877829466864,0.00037649358067924675,16109806.593996977,16128690.619893787
0.00026560877829466864,0.0004037017258596554,17281510.890829608,17291581.34457683
0.00026560877829466864,0.0004328761281083057,18526031.13542372,18527481.136237804
0.00026560877829466864,0.0004641588833612782,19867504.755930483,19863846.11836816
0.00026560877829466864,0.0004977023564332114,21297586.33372205,21282733.15891034
0.00026560877829466864,0.0005336699231206312,22867896.28764838,22810179.388219293
0.00026560877829466864,0.0005722367659350221,24501881.377207167,24479277.902789313
0.00026560877829466864,0.0006135907273413176,26245236.295402355,26249219.144705277
0.00026560877829466864,0.0006579332246575682,28128620.111801203,28149803.13370361
0.00026560877829466864,0.0007054802310718645,30170027.340818305,30178494.018203843
0.00026560877829466864,0.000756463327554629,32384546.909825396,32371601.68594217
0.00026560877829466864,0.0008111308307896872,34684864.65458842,34700542.14574492
0.00026560877829466864,0.0008697490026177834,37207389.40768858,37217429.08934381
0.00026560877829466864,0.0009326033468832199,39900577.27379299,39967748.7082644
0.00026560877829466864,0.001,42781724.57942738,42808551.43391663
0.00029836472402833405,1e-06,42774.24496864581,42782.68006791207
0.00029836472402833405,1.0722672220103232e-06,45910.90322360563,45940.84025598874
0.00029836472402833405,1.1497569953977357e-06,49284.947429001164,49249.967293609094
0.00029836472402833405,1.232846739442066e-06,52718.241136859666,52806.960090051136
0.00029836472402833405,1.3219411484660288e-06,56598.17844710018,56529.80656433722
0.00029836472402833405,1.4174741629268049e-06,60604.51153485608,60616.93825454758
0.00029836472402833405,1.519911082952933e-06,64999.978673621255,65141.08919715253
0.00029836472402833405,1.6297508346206435e-06,69850.3923889251,69743.35158625312
0.00029836472402833405,1.747528400007683e-06,74832.30808596086,74789.38078034678
0.00029836472402833405,1.873817422860383e-06,80225.9655774384,80248.60239268151
0.00029836472402833405,2.0092330025650458e-06,86031.29419292422,86033.48321366713
0.00029836472402833405,2.1544346900318822e-06,92309.77724547204,92278.6664256205
0.00029836472402833405,2.310129700083158e-06,98790.36282723509,98936.45039033341
0.00029836472402833405,2.477076355991709e-06,106117.02572486683,106047.68889445439
0.00029836472402833405,2.656087782946684e-06,113723.26450781587,113749.17928648698
0.00029836472402833405,2.848035868435805e-06,122035.4850386831,121905.55450273266
0.00029836472402833405,3.0538555088334123e-06,130659.37015722401,130655.52992172792
0.00029836472402833405,3.2745491628777315e-06,139996.14447220758,140244.6225667005
0.00029836472402833405,3.5111917342151275e-06,150308.5528787142,150249.517127128
0.00029836472402833405,3.764935806792471e-06,160943.21043805385,161092.5831355402
0.00029836472402833405,4.037017258596558e-06,172811.34693032503,172699.34548384137
0.00029836472402833405,4.328761281083061e-06,185157.67957546274,185372.62829510611
0.00029836472402833405,4.641588833612782e-06,198645.92379012713,198755.46340840572
0.00029836472402833405,4.977023564332114e-06,213019.43967130434,213139.521357824
0.00029836472402833405,5.336699231206313e-06,228475.7246955608,228559.29568592136
0.00029836472402833405,5.72236765935022e-06,244976.62005192295,244871.82344245896
0.00029836472402833405,6.1359072734131755e-06,263118.6034253404,262808.3622059748
0.00029836472402833405,6.579332246575683e-06,281621.6591827894,281864.0349211207
0.00029836472402833405,7.0548023107186455e-06,301974.039951094,301680.8063970433
0.00029836472402833405,7.564633275546291e-06,323374.58149144,323822.56261419645
0.00029836472402833405,8.111308307896873e-06,347356.7552727308,347068.5286916392
0.00029836472402833405,8.697490026177835e-06,371733.79450551275,372174.2435995811
0.00029836472402833405,9.3260334688322e-06,399556.680719575,398872.4713867466
0.00029836472402833405,1e-05,428166.38562150934,428145.2992176094
0.00029836472402833405,1.072267222010323e-05,458609.5016309569,458371.2238659508
0.00029836472402833405,1.1497569953977357e-05,491863.98670851794,491827.04313390015
0.00029836472402833405,1.2328467394420658e-05,527643.4091798462,527249.6112771657
0.00029836472402833405,1.3219411484660286e-05,564881.6504602293,566015.6483720929
0.00029836472402833405,1.4174741629268048e-05,606264.2547678346,607127.0904158073
0.00029836472402833405,1.5199110829529332e-05,650237.0321256194,650546.1210441806
0.00029836472402833405,1.6297508346206434e-05,697798.4909697111,697663.368188246
0.00029836472402833405,1.747528400007683e-05,747875.7730833666,748138.9843820588
0.00029836472402833405,1.873817422860383e-05,802597.8394492747,801759.6307333946
0.00029836472402833405,2.0092330025650458e-05,861147.2563734255,859716.0050157544
0.00029836472402833405,2.1544346900318867e-05,921700.2493824719,921900.7650129357
0.00029836472402833405,2.310129700083158e-05,989351.9359897875,988590.2315307101
0.00029836472402833405,2.477076355991714e-05,1059706.4479365656,1059735.6950006555
0.00029836472402833405,2.656087782946684e-05,1136559.830825067,1136346.181730344
0.00029836472402833405,2.8480358684358048e-05,1219724.9647604222,1220261.983424773
0.00029836472402833405,3.053855508833412e-05,1306790.1244576594,1307355.3941183097
0.00029836472402833405,3.274549162877732e-05,1401550.6756220164,1401546.4548470676
0.00029836472402833405,3.511191734215127e-05,1504447.8955622257,1503910.2006234485
0.00029836472402833405,3.7649358067924715e-05,1611246.9870236963,1611869.6371105325
0.00029836472402833405,4.037017258596558e-05,1728009.878984797,1727988.5922851635
0.00029836472402833405,4.328761281083062e-05,1850969.0454359292,1852780.7702149544
0.00029836472402833405,4.641588833612782e-05,1986422.2853562501,1989012.8235841726
0.00029836472402833405,4.977023564332114e-05,2129091.7777195405,2130462.7025411986
0.00029836472402833405,5.3366992312063123e-05,2284298.6485770014,2285758.2301740563
0.00029836472402833405,5.72236765935022e-05,2450566.0556395603,2449056.303825385
0.00029836472402833405,6.135907273413175e-05,2626349.2563658324,2625388.6907032575
0.00029836472402833405,6.579332246575683e-05,2818843.68194839,2812573.794628085
0.00029836472402833405,7.054802310718646e-05,3019091.070763291,3019563.65396682
0.00029836472402833405,7.56463327554629e-05,3234108.656925026,3236270.099795602
0.00029836472402833405,8.111308307896872e-05,3473388.812317109,3467882.618382355
0.00029836472402833405,8.697490026177834e-05,3725885.9842664595,3721366.355016162
0.00029836472402833405,9.326033468832199e-05,3987756.7167067253,3992442.2835444626
0.00029836472402833405,0.0001,4282408.718521611,4282885.42252431
0.00029836472402833405,0.00010722672220103231,4586895.563208614,4587552.281476457
0.00029836472402833405,0.00011497569953977356,4922748.277221869,4917168.239144197
0.00029836472402833405,0.0001232846739442066,5271264.724229904,5274239.521361358
0.00029836472402833405,0.00013219411484660288,5660913.547105183,5655514.932364149
0.00029836472402833405,0.00014174741629268049,6065238.691437797,6063507.011438695
0.00029836472402833405,0.0001519911082952933,6503327.32801254,6503699.40211624
0.00029836472402833405,0.0001629750834620645,6971871.436882929,6971791.997350741
0.00029836472402833405,0.00017475284000076848,7482335.089889872,7474600.159727111
0.00029836472402833405,0.0001873817422860385,8014154.147796118,8015909.728380706
0.00029836472402833405,0.00020092330025650479,8602659.11975628,8598825.98745226
0.00029836472402833405,0.00021544346900318845,9214135.103278123,9214279.172500877
0.00029836472402833405,0.00023101297000831605,9886609.275957754,9890944.248818781
0.00029836472402833405,0.0002477076355991711,10611279.076644214,10612361.538705805
0.00029836472402833405,0.00026560877829466864,11376909.783685865,11369014.156671094
0.00029836472402833405,0.0002848035868435802,12180110.146877283,12197412.577094782
0.00029836472402833405,0.0003053855508833416,13078890.837764673,13063965.489882244
0.00029836472402833405,0.00032745491628777284,14016849.304887112,14008341.466028046
0.00029836472402833405,0.0003511191734215131,15038637.072426789,15036321.041036455
0.00029836472402833405,0.00037649358067924675,16111304.247866955,16108383.547605066
0.00029836472402833405,0.0004037017258596554,17270863.086032104,17294966.5326411
0.00029836472402833405,0.0004328761281083057,18526330.073290918,18535020.25055634
0.00029836472402833405,0.0004641588833612782,19874758.338492118,19878087.178470258
0.00029836472402833405,0.0004977023564332114,21305359.70423318,21308140.074632328
0.00029836472402833405,0.0005336699231206312,22828212.992889587,22863317.457244053
0.00029836472402833405,0.0005722367659350221,24503160.643603854,24481791.088489126
0.00029836472402833405,0.0006135907273413176,26261961.525650356,26262389.705200747
0.00029836472402833405,0.0006579332246575682,28174808.24206584,28128510.605111897
0.00029836472402833405,0.0007054802310718645,30187342.549155246,30161353.026272424
0.00029836472402833405,0.000756463327554629,32345751.416855518,32345040.134327408
0.00029836472402833405,0.0008111308307896872,34743180.10495944,34650237.39808454
0.00029836472402833405,0.0008697490026177834,37217573.41123583,37236700.73582038
0.00029836472402833405,0.0009326033468832199,39925143.31508446,39882127.53145371
0.00029836472402833405,0.001,42754951.36120769,42796675.53439995
0.0003351602650938841,1e-06,42759.16644813014,42791.086137992774
0.0003351602650938841,1.0722672220103232e-06,45890.031135760655,45897.44438043253
0.0003351602650938841,1.1497569953977357e-06,49190.20962666637,49236.99194910033
0.0003351602650938841,1.232846739442066e-06,52760.39153495665,52725.30178231768
0.0003351602650938841,1.3219411484660288e-06,56559.28603897567,56625.24187245679
0.0003351602650938841,1.4174741629268049e-06,60650.16121385581,60693.596204059904
0.0003351602650938841,1.519911082952933e-06,65074.683509174705,65025.22533300072
0.0003351602650938841,1.6297508346206435e-06,69743.48327247943,69801.08624038553
0.0003351602650938841,1.747528400007683e-06,74893.71939494993,74766.42213611957
0.0003351602650938841,1.873817422860383e-06,80163.76077125051,80193.16902925255
0.0003351602650938841,2.0092330025650458e-06,86008.18842250241,86002.84694452333
0.0003351602650938841,2.1544346900318822e-06,92139.5684915629,92112.27969680083
0.0003351602650938841,2.310129700083158e-06,98821.77372375566,98964.63027981998
0.0003351602650938841,2.477076355991709e-06,106181.65527813173,105978.93718720385
0.0003351602650938841,2.656087782946684e-06,113787.92891354114,113639.96595182316
0.0003351602650938841,2.848035868435805e-06,122000.26449987614,121946.36548836017
0.0003351602650938841,3.0538555088334123e-06,130755.709404841,130773.03796093068
0.0003351602650938841,3.2745491628777315e-06,140187.69946063444,140243.0881161629
0.0003351602650938841,3.5111917342151275e-06,150094.22589127897,150465.9824524191
0.0003351602650938841,3.764935806792471e-06,161291.29341917628,160972.61466732598
0.0003351602650938841,4.037017258596558e-06,172618.87158333827,172768.43147967523
0.0003351602650938841,4.328761281083061e-06,185333.65362238805,185240.1548956267
0.0003351602650938841,4.641588833612782e-06,198674.14810932646,198525.5769015252
0.0003351602650938841,4.977023564332114e-06,212907.5024789621,213085.23393734932
0.0003351602650938841,5.336699231206313e-06,228177.33758261983,228344.0980499323
0.0003351602650938841,5.72236765935022e-06,244821.3954179035,245197.76563819541
0.0003351602650938841,6.1359072734131755e-06,262717.35272935464,262765.3328826407
0.0003351602650938841,6.579332246575683e-06,281553.5620611814,281401.50859576196
0.0003351602650938841,7.0548023107186455e-06,302090.41146549507,301976.6352578057
0.0003351602650938841,7.564633275546291e-06,323644.74954093667,324038.46443912794
0.0003351602650938841,8.111308307896873e-06,347105.2608876439,347345.7840276927
0.0003351602650938841,8.697490026177835e-06,372267.1878160519,371952.3416081288
0.0003351602650938841,9.3260334688322e-06,399067.84167710325,399011.66298157215
0.0003351602650938841,1e-05,427782.5357673386,427829.4769186163
0.0003351602650938841,1.072267222010323e-05,458954.2230573027,458784.44691447
0.0003351602650938841,1.1497569953977357e-05,491763.56969560374,492095.597458109
0.0003351602650938841,1.2328467394420658e-05,527995.5338108983,527613.7284624116
0.0003351602650938841,1.3219411484660286e-05,564976.6148601797,565486.0286869593
0.0003351602650938841,1.4174741629268048e-05,607169.1128052317,606072.8050965973
0.0003351602650938841,1.5199110829529332e-05,650727.4184350733,650567.9767155803
0.0003351602650938841,1.6297508346206434e-05,697284.6092816143,697147.5747784287
0.0003351602650938841,1.747528400007683e-05,747660.7042343828,747409.9015163323
0.0003351602650938841,1.873817422860383e-05,802191.7186021422,801719.3193020421
0.0003351602650938841,2.0092330025650458e-05,858778.3778419795,859805.3083108644
0.0003351602650938841,2.1544346900318867e-05,921539.0945880498,922966.5017574495
0.0003351602650938841,2.310129700083158e-05,987814.5475806475,989488.5362957305
0.0003351602650938841,2.477076355991714e-05,1060424.9468815133,1059965.0019726008
0.0003351602650938841,2.656087782946684e-05,1136471.595382826,1136856.9815744755
0.0003351602650938841,2.8480358684358048e-05,1219544.652527186,1218886.3591109987
0.0003351602650938841,3.053855508833412e-05,1308672.1079035562,1307640.7896234673
0.0003351602650938841,3.274549162877732e-05,1402020.6792103532,1400842.0098775537
0.0003351602650938841,3.511191734215127e-05,1503064.0943520577,1503400.011962488
0.0003351602650938841,3.7649358067924715e-05,1609994.7319882791,1611494.9027505817
0.0003351602650938841,4.037017258596558e-05,1727285.3867950647,1727146.7942275538
0.0003351602650938841,4.328761281083062e-05,1854268.4967781452,1854412.653242793
0.0003351602650938841,4.641588833612782e-05,1985113.6169419528,1987696.561898423
0.0003351602650938841,4.977023564332114e-05,2130241.8430566452,2132060.0013963305
0.0003351602650938841,5.3366992312063123e-05,2286400.42048512,2286259.3568916125
0.0003351602650938841,5.72236765935022e-05,2447247.123601035,2449755.8151068892
0.0003351602650938841,6.135907273413175e-05,2628257.4023859687,2628024.2940026387
0.0003351602650938841,6.579332246575683e-05,2814912.0571517143,2814885.475607297
0.0003351602650938841,7.054802310718646e-05,3019760.873523043,3021533.6821216103
0.0003351602650938841,7.56463327554629e-05,3235788.0027749077,3239327.8013720578
0.0003351602650938841,8.111308307896872e-05,3469571.0954345306,3471396.5652563125
0.0003351602650938841,8.697490026177834e-05,3724575.8264477877,3723704.428758467
0.0003351602650938841,9.326033468832199e-05,3989496.2702019396,3995065.719733422
0.0003351602650938841,0.0001,4283199.907395778,4276683.7445180295
0.0003351602650938841,0.00010722672220103231,4591321.316139128,4590091.491055317
0.0003351602650938841,0.00011497569953977356,4919135.444519829,4921644.320147698
0.0003351602650938841,0.0001232846739442066,5280305.892183893,5272426.58414501
0.0003351602650938841,0.00013219411484660288,5665232.713166951,5662349.377213474
0.0003351602650938841,0.00014174741629268049,6064400.116367368,6063142.607574915
0.0003351602650938841,0.0001519911082952933,6512207.211878025,6506284.235370806
0.0003351602650938841,0.0001629750834620645,6981192.274419929,6976961.092678615
0.0003351602650938841,0.00017475284000076848,7488134.220840643,7475321.9542392315
0.0003351602650938841,0.0001873817422860385,8018519.981835577,8016966.217061173
0.0003351602650938841,0.00020092330025650479,8596126.16828262,8598750.576405514
0.0003351602650938841,0.00021544346900318845,9222991.637684254,9216790.369859511
0.0003351602650938841,0.00023101297000831605,9883704.188368544,9882399.710926162
0.0003351602650938841,0.0002477076355991711,10601514.880480483,10596883.951701649
0.0003351602650938841,0.00026560877829466864,11360429.532513212,11375300.903080525
0.0003351602650938841,0.0002848035868435802,12182686.40681266,12185659.584187713
0.0003351602650938841,0.0003053855508833416,13080017.495447636,13074728.035162572
0.0003351602650938841,0.00032745491628777284,14016563.79280681,14013683.464008378
0.0003351602650938841,0.0003511191734215131,15028418.68048278,15029978.596772796
0.0003351602650938841,0.00037649358067924675,16139509.225845395,16136592.270363512
0.0003351602650938841,0.0004037017258596554,17284348.72291026,17296587.250570994
0.0003351602650938841,0.0004328761281083057,18532634.078329645,18521768.09005706
0.0003351602650938841,0.0004641588833612782,19856108.460729454,19875393.151342377
0.0003351602650938841,0.0004977023564332114,21312035.14043516,21270837.802616436
0.0003351602650938841,0.0005336699231206312,22878835.40294748,22830407.16509312
0.0003351602650938841,0.0005722367659350221,24466762.384235766,24481544.68795053
0.0003351602650938841,0.0006135907273413176,26262466.257520378,26275441.21234048
0.0003351602650938841,0.0006579332246575682,28163562.34609297,28187291.13879745
0.0003351602650938841,0.0007054802310718645,30220458.85486979,30210036.52715333
0.0003351602650938841,0.000756463327554629,32391270.099675555,32372815.873011388
0.0003351602650938841,0.0008111308307896872,34675973.77792784,34695020.548805796
0.0003351602650938841,0.0008697490026177834,37266892.178636976,37220407.086683355
0.0003351602650938841,0.0009326033468832199,39885416.81133368,39918067.08156778
0.0003351602650938841,0.001,42777656.769603945,42774735.33658056
0.00037649358067924675,1e-06,42766.0149987741,42774.03809517151
0.00037649358067924675,1.0722672220103232e-06,45912.44922896058,45848.23533174001
0.00037649358067924675,1.1497569953977357e-06,49252.431667760786,49192.29759575376
0.00037649358067924675,1.232846739442066e-06,52810.31804274219,52764.489649492905
0.00037649358067924675,1.3219411484660288e-06,56582.9592149491,56619.611991501275
0.00037649358067924675,1.4174741629268049e-06,60668.457709752816,60647.32398432989
0.00037649358067924675,1.519911082952933e-06,65041.742967452374,65032.60047580175
0.00037649358067924675,1.6297508346206435e-06,69751.22531933797,69657.17293366951
0.00037649358067924675,1.747528400007683e-06,74787.32247730378,74828.55658246181
0.00037649358067924675,1.873817422860383e-06,80178.5848368396,80217.51318752619
0.00037649358067924675,2.0092330025650458e-06,85918.49623400148,85834.6464081146
0.00037649358067924675,2.1544346900318822e-06,92155.09967616489,92193.81175544493
0.00037649358067924675,2.310129700083158e-06,98874.31137217087,98819.96676486447
0.00037649358067924675,2.477076355991709e-06,105921.64261750017,106058.62655361624
0.00037649358067924675,2.656087782946684e-06,113586.9838147482,113700.25969403332
0.00037649358067924675,2.848035868435805e-06,121852.38863473215,121805.1653776547
0.00037649358067924675,3.0538555088334123e-06,130733.44614617055,130666.63561217788
0.00037649358067924675,3.2745491628777315e-06,140297.00827287373,140041.82996693067
0.00037649358067924675,3.5111917342151275e-06,150281.5077698155,150050.65269433777
0.00037649358067924675,3.764935806792471e-06,160930.91053117655,161129.74169763425
0.00037649358067924675,4.037017258596558e-06,172700.10799045922,172758.37402353346
0.00037649358067924675,4.328761281083061e-06,185367.54128738953,185112.62971014518
0.00037649358067924675,4.641588833612782e-06,198592.5660320936,198833.57502293115
0.00037649358067924675,4.977023564332114e-06,213107.61407324468,213035.94730148226
0.00037649358067924675,5.336699231206313e-06,228181.7474975804,228472.9588334054
0.00037649358067924675,5.72236765935022e-06,245010.66145584657,244815.80461479016
0.00037649358067924675,6.1359072734131755e-06,262848.71993224043,262335.91513664596
0.00037649358067924675,6.579332246575683e-06,281723.7959991589,281170.66169387737
0.00037649358067924675,7.0548023107186455e-06,301961.983259892,302072.1931408586
0.00037649358067924675,7.564633275546291e-06,323660.033108233,323619.8601243679
0.00037649358067924675,8.111308307896873e-06,347150.99198983406,347282.17599856167
0.00037649358067924675,8.697490026177835e-06,372670.51236574765,372118.26075693837
0.00037649358067924675,9.3260334688322e-06,399138.85379067354,399474.4621335863
0.00037649358067924675,1e-05,427123.3097507196,428253.91363131645
0.00037649358067924675,1.072267222010323e-05,459102.96586846316,459083.6833657819
0.00037649358067924675,1.1497569953977357e-05,492116.2447207365,492276.0297859996
0.00037649358067924675,1.2328467394420658e-05,527546.2982070984,527704.1438867605
0.00037649358067924675,1.3219411484660286e-05,565338.0265023767,566418.0037119989
0.00037649358067924675,1.4174741629268048e-05,606394.797529051,606094.8792708731
0.00037649358067924675,1.5199110829529332e-05,649971.1812748591,650567.0717544879
0.00037649358067924675,1.6297508346206434e-05,697265.417176605,697675.0230523517
0.00037649358067924675,1.747528400007683e-05,748449.7932123159,748212.2519709037
0.00037649358067924675,1.873817422860383e-05,801100.5392735521,801027.2393120707
0.00037649358067924675,2.0092330025650458e-05,860952.3211942898,859661.1115781945
0.00037649358067924675,2.1544346900318867e-05,921671.4730686801,923165.1524240561
0.00037649358067924675,2.310129700083158e-05,988125.4538302245,988808.9677488195
0.00037649358067924675,2.477076355991714e-05,1059258.0790029394,1059790.3712422452
0.00037649358067924675,2.656087782946684e-05,1136640.939511262,1137452.1811434105
0.00037649358067924675,2.8480358684358048e-05,1219002.2128580362,1218265.2912297256
0.00037649358067924675,3.053855508833412e-05,1305840.040222801,1305928.6527272952
0.00037649358067924675,3.274549162877732e-05,1402292.4845191112,1401071.5214654414
0.00037649358067924675,3.511191734215127e-05,1500475.182189884,1502140.6111615195
0.00037649358067924675,3.7649358067924715e-05,1612806.9619882344,1611395.4487700877
0.00037649358067924675,4.037017258596558e-05,1728077.2814057148,1728057.461636562
0.00037649358067924675,4.328761281083062e-05,1853905.1488004962,1852440.4175130175
0.00037649358067924675,4.641588833612782e-05,1986919.6615585194,1985859.3849419781
0.00037649358067924675,4.977023564332114e-05,2130603.848175541,2128938.3276967998
0.00037649358067924675,5.3366992312063123e-05,2284262.996418502,2286121.8290621913
0.00037649358067924675,5.72236765935022e-05,2449619.968788352,2450564.594345823
0.00037649358067924675,6.135907273413175e-05,2625088.5446479577,2625799.449049503
0.00037649358067924675,6.579332246575683e-05,2815291.566281487,2810553.4085461893
0.00037649358067924675,7.054802310718646e-05,3019654.49381435,3021707.4967942964
0.00037649358067924675,7.56463327554629e-05,3238251.1519095846,3236959.352789662
0.00037649358067924675,8.111308307896872e-05,3467912.731610731,3465416.866155414
0.00037649358067924675,8.697490026177834e-05,3722149.3132027113,3722358.8782615606
0.00037649358067924675,9.326033468832199e-05,3993506.9210093645,3988148.216078254
0.00037649358067924675,0.0001,4276968.605922614,4281439.881034996
0.00037649358067924675,0.00010722672220103231,4585693.187803406,4590414.555199951
0.00037649358067924675,0.00011497569953977356,4920868.945148762,4916035.108647347
0.00037649358067924675,0.0001232846739442066,5281201.7333532125,5272136.525074731
0.00037649358067924675,0.00013219411484660288,5660532.66563933,5653285.524950573
0.00037649358067924675,0.00014174741629268049,6068081.063649188,6061725.078700301
0.00037649358067924675,0.0001519911082952933,6494376.463204235,6502904.463353588
0.00037649358067924675,0.0001629750834620645,6972728.466616784,6974553.10886251
0.00037649358067924675,0.00017475284000076848,7484412.870101268,7475077.659865956
0.00037649358067924675,0.0001873817422860385,8009967.704587589,8024709.8452922255
0.00037649358067924675,0.00020092330025650479,8601575.806283334,8602964.66600827
0.00037649358067924675,0.00021544346900318845,9215778.43010134,9230219.894016143
0.00037649358067924675,0.00023101297000831605,9895771.625930838,9880531.53751971
0.00037649358067924675,0.0002477076355991711,10609497.112940527,10587003.535011476
0.00037649358067924675,0.00026560877829466864,11368370.160377126,11352530.919937175
0.00037649358067924675,0.0002848035868435802,12197313.425616143,12199775.932351315
0.00037649358067924675,0.0003053855508833416,13070419.869366482,13060722.448745605
0.00037649358067924675,0.00032745491628777284,14025447.50985988,14026260.963491261
0.00037649358067924675,0.0003511191734215131,15042010.73902472,15018181.145380806
0.00037649358067924675,0.00037649358067924675,16128152.757403502,16130358.941986604
0.00037649358067924675,0.0004037017258596554,17251528.924924254,17283206.850831576
0.00037649358067924675,0.0004328761281083057,18537865.334881276,18536865.845354963
0.00037649358067924675,0.0004641588833612782,19864860.143217426,19860692.87865451
0.00037649358067924675,0.0004977023564332114,21304847.82894601,21304935.422995806
0.00037649358067924675,0.0005336699231206312,22833042.13196282,22857532.91817436
0.00037649358067924675,0.0005722367659350221,24466762.340259194,24469513.703892246
0.00037649358067924675,0.0006135907273413176,26230365.289298024,26273709.71670503
0.00037649358067924675,0.0006579332246575682,28163742.96620243,28130882.193456728
0.00037649358067924675,0.0007054802310718645,30183079.266363256,30207172.010667156
0.00037649358067924675,0.000756463327554629,32398388.81297178,32346487.22256948
0.00037649358067924675,0.0008111308307896872,34784764.64017056,34672406.312654674
0.00037649358067924675,0.0008697490026177834,37180228.64411488,37226183.763973854
0.00037649358067924675,0.0009326033468832199,39913019.01969947,39946077.94527865
0.00037649358067924675,0.001,42788776.320268765,42795107.33362572
0.0004229242874389499,1e-06,42805.971480001244,42838.809239612274
0.0004229242874389499,1.0722672220103232e-06,45902.17750037431,45903.850080859746
0.0004229242874389499,1.1497569953977357e-06,49149.69087761113,49170.752162739605
0.0004229242874389499,1.232846739442066e-06,52822.862346065194,52740.50291973599
0.0004229242874389499,1.3219411484660288e-06,56547.314301401486,56598.8428379547
0.0004229242874389499,1.4174741629268049e-06,60706.46354133704,60625.01708281553
0.0004229242874389499,1.519911082952933e-06,65027.31411903493,65016.132890078145
0.0004229242874389499,1.6297508346206435e-06,69744.39270375903,69728.96507356933
0.0004229242874389499,1.747528400007683e-06,74830.93330321874,74762.34967432123
0.0004229242874389499,1.873817422860383e-06,80207.35483118585,80199.97044783933
0.0004229242874389499,2.0092330025650458e-06,85975.29237157738,86094.92243476192
0.0004229242874389499,2.1544346900318822e-06,92225.64879119357,92335.03223588063
0.0004229242874389499,2.310129700083158e-06,98877.78729569407,98856.2057221773
0.0004229242874389499,2.477076355991709e-06,106017.28791953936,105842.76091442403
0.0004229242874389499,2.656087782946684e-06,113634.07981238587,113718.88553262207
0.0004229242874389499,2.848035868435805e-06,121908.01761168495,121847.73667658324
0.0004229242874389499,3.0538555088334123e-06,130634.20221664515,130483.24433514531
0.0004229242874389499,3.2745491628777315e-06,140156.98301371557,140193.32169769786
0.0004229242874389499,3.5111917342151275e-06,150253.73484678043,150240.86033840993
0.0004229242874389499,3.764935806792471e-06,161099.42898543106,161231.78814331727
0.0004229242874389499,4.037017258596558e-06,172600.09984654072,172679.78655370913
0.0004229242874389499,4.328761281083061e-06,185272.52393874407,185213.33505184232
0.0004229242874389499,4.641588833612782e-06,198581.52691127648,198499.4370231106
0.0004229242874389499,4.977023564332114e-06,213199.30344948423,212887.1663209935
0.0004229242874389499,5.336699231206313e-06,228400.43507082082,228200.9484430027
0.0004229242874389499,5.72236765935022e-06,244721.79790058173,244775.3763590329
0.0004229242874389499,6.1359072734131755e-06,262446.6243776426,262631.0715860903
0.0004229242874389499,6.579332246575683e-06,281695.503436408,281302.0597472895
0.0004229242874389499,7.0548023107186455e-06,301663.5718268894,302057.5054033225
0.0004229242874389499,7.564633275546291e-06,323939.8898517836,323764.2154698647
0.0004229242874389499,8.111308307896873e-06,346923.1716061531,347366.19637365936
